image_filename,vehicle_type,vehicle_label
Car_428.jpeg,Car,1
Car_414.jpeg,Car,1
Bike_183.jpeg,Bike,0
Car_1212.jpeg,Car,1
Car_1907.jpeg,Car,1
Bike_88.jpeg,Bike,0
Car_1444.jpeg,Car,1
Bike_1305.jpeg,Bike,0
Car_1813.jpeg,Car,1
Bike_1010.jpeg,Bike,0
Car_220.jpeg,Car,1
Car_1039.jpeg,Car,1
Bike_1063.jpeg,Bike,0
Car_888.jpeg,Car,1
Car_618.jpeg,Car,1
Car_1387.jpeg,Car,1
Car_496.jpeg,Car,1
Car_379.jpeg,Car,1
Bike_1523.jpeg,Bike,0
Bike_270.jpeg,Bike,0
Bike_962.jpeg,Bike,0
Car_1038.jpeg,Car,1
Bike_27.jpeg,Bike,0
Car_1561.jpeg,Car,1
Bike_1.jpeg,Bike,0
Bike_1767.jpeg,Bike,0
Car_576.jpeg,Car,1
Car_1295.jpeg,Car,1
Car_1836.jpeg,Car,1
Car_110.jpeg,Car,1
Car_1692.jpeg,Car,1
Car_1549.jpeg,Car,1
Bike_1072.jpeg,Bike,0
Bike_1766.jpeg,Bike,0
Car_898.jpeg,Car,1
Bike_627.jpeg,Bike,0
Car_672.jpeg,Car,1
Car_1550.jpeg,Car,1
Car_1546.jpeg,Car,1
Bike_1420.jpeg,Bike,0
Bike_447.jpeg,Bike,0
Car_826.jpeg,Car,1
Car_963.jpeg,Car,1
Car_1222.jpeg,Car,1
Car_1596.jpeg,Car,1
Bike_981.jpeg,Bike,0
Car_1285.jpeg,Car,1
Car_854.jpeg,Car,1
Car_1329.jpeg,Car,1
Car_1318.jpeg,Car,1
Car_405.jpeg,Car,1
Bike_1053.jpeg,Bike,0
Bike_977.jpeg,Bike,0
Bike_1872.jpeg,Bike,0
Car_696.jpeg,Car,1
Bike_1359.jpeg,Bike,0
Car_682.jpeg,Car,1
Bike_1689.jpeg,Bike,0
Car_126.jpeg,Car,1
Car_1268.jpeg,Car,1
Bike_89.jpeg,Bike,0
Bike_632.jpeg,Bike,0
Car_1955.jpeg,Car,1
Bike_562.jpeg,Bike,0
Bike_1036.jpeg,Bike,0
Car_443.jpeg,Car,1
Car_129.jpeg,Car,1
Bike_1810.jpeg,Bike,0
Car_975.jpeg,Car,1
Car_1362.jpeg,Car,1
Bike_775.jpeg,Bike,0
Bike_1954.jpeg,Bike,0
Bike_162.jpeg,Bike,0
Car_979.jpeg,Car,1
Bike_1286.jpeg,Bike,0
Bike_1371.jpeg,Bike,0
Bike_561.jpeg,Bike,0
Car_471.jpeg,Car,1
Bike_696.jpeg,Bike,0
Car_1315.jpeg,Car,1
Car_365.jpeg,Car,1
Bike_578.jpeg,Bike,0
Bike_1353.jpeg,Bike,0
Car_1504.jpeg,Car,1
Car_628.jpeg,Car,1
Car_308.jpeg,Car,1
Car_26.jpeg,Car,1
Bike_948.jpeg,Bike,0
Car_273.jpeg,Car,1
Bike_644.jpeg,Bike,0
Bike_239.jpeg,Bike,0
Bike_1889.jpeg,Bike,0
Car_578.jpeg,Car,1
Car_531.jpeg,Car,1
Car_392.jpeg,Car,1
Car_885.jpeg,Car,1
Car_382.jpeg,Car,1
Bike_1986.jpeg,Bike,0
Car_1849.jpeg,Car,1
Bike_1100.jpeg,Bike,0
Car_419.jpeg,Car,1
Bike_1506.jpeg,Bike,0
Bike_1877.jpeg,Bike,0
Car_1016.jpeg,Car,1
Car_1531.jpeg,Car,1
Bike_1462.jpeg,Bike,0
Car_967.jpeg,Car,1
Bike_1705.jpeg,Bike,0
Bike_1510.jpeg,Bike,0
Car_1200.jpeg,Car,1
Car_1289.jpeg,Car,1
Car_43.jpeg,Car,1
Car_1652.jpeg,Car,1
Bike_1950.jpeg,Bike,0
Car_1651.jpeg,Car,1
Bike_11.jpeg,Bike,0
Bike_1239.jpeg,Bike,0
Bike_476.jpeg,Bike,0
Car_2.jpeg,Car,1
Car_1828.jpeg,Car,1
Car_1402.jpeg,Car,1
Bike_1165.jpeg,Bike,0
Bike_834.jpeg,Bike,0
Bike_182.jpeg,Bike,0
Bike_1933.jpeg,Bike,0
Car_1875.jpeg,Car,1
Car_976.jpeg,Car,1
Car_120.jpeg,Car,1
Bike_400.jpeg,Bike,0
Bike_224.jpeg,Bike,0
Car_1897.jpeg,Car,1
Bike_601.jpeg,Bike,0
Bike_792.jpeg,Bike,0
Car_329.jpeg,Car,1
Car_518.jpeg,Car,1
Car_814.jpeg,Car,1
Bike_131.jpeg,Bike,0
Car_1710.jpeg,Car,1
Car_669.jpeg,Car,1
Bike_1233.jpeg,Bike,0
Bike_1384.jpeg,Bike,0
Bike_1440.jpeg,Bike,0
Car_474.jpeg,Car,1
Bike_1311.jpeg,Bike,0
Bike_1895.jpeg,Bike,0
Bike_837.jpeg,Bike,0
Car_1678.jpeg,Car,1
Bike_800.jpeg,Bike,0
Bike_1366.jpeg,Bike,0
Car_1242.jpeg,Car,1
Car_20.jpeg,Car,1
Car_563.jpeg,Car,1
Car_1729.jpeg,Car,1
Bike_750.jpeg,Bike,0
Bike_1164.jpeg,Bike,0
Car_801.jpeg,Car,1
Car_58.jpeg,Car,1
Car_771.jpeg,Car,1
Car_1834.jpeg,Car,1
Bike_1662.jpeg,Bike,0
Bike_377.jpeg,Bike,0
Car_1947.jpeg,Car,1
Car_1809.jpeg,Car,1
Bike_1216.jpeg,Bike,0
Car_1544.jpeg,Car,1
Car_407.jpeg,Car,1
Car_982.jpeg,Car,1
Bike_1977.jpeg,Bike,0
Bike_1504.jpeg,Bike,0
Bike_1644.jpeg,Bike,0
Car_292.jpeg,Car,1
Car_1067.jpeg,Car,1
Car_328.jpeg,Car,1
Car_1095.jpeg,Car,1
Car_1179.jpeg,Car,1
Car_1108.jpeg,Car,1
Bike_1921.jpeg,Bike,0
Car_74.jpeg,Car,1
Bike_1170.jpeg,Bike,0
Bike_753.jpeg,Bike,0
Car_1361.jpeg,Car,1
Bike_96.jpeg,Bike,0
Bike_941.jpeg,Bike,0
Car_550.jpeg,Car,1
Bike_1916.jpeg,Bike,0
Bike_704.jpeg,Bike,0
Bike_446.jpeg,Bike,0
Car_991.jpeg,Car,1
Car_1323.jpeg,Car,1
Bike_648.jpeg,Bike,0
Bike_858.jpeg,Bike,0
Car_1429.jpeg,Car,1
Car_1920.jpeg,Car,1
Car_373.jpeg,Car,1
Car_75.jpeg,Car,1
Bike_1596.jpeg,Bike,0
Bike_1195.jpeg,Bike,0
Bike_545.jpeg,Bike,0
Bike_1324.jpeg,Bike,0
Bike_52.jpeg,Bike,0
Car_1880.jpeg,Car,1
Car_1944.jpeg,Car,1
Car_958.jpeg,Car,1
Bike_1541.jpeg,Bike,0
Bike_915.jpeg,Bike,0
Car_284.jpeg,Car,1
Bike_1822.jpeg,Bike,0
Bike_245.jpeg,Bike,0
Car_247.jpeg,Car,1
Car_1771.jpeg,Car,1
Bike_1397.jpeg,Bike,0
Car_1551.jpeg,Car,1
Car_827.jpeg,Car,1
Car_313.jpeg,Car,1
Car_954.jpeg,Car,1
Bike_1318.jpeg,Bike,0
Bike_1075.jpeg,Bike,0
Car_1605.jpeg,Car,1
Car_85.jpeg,Car,1
Car_1569.jpeg,Car,1
Bike_874.jpeg,Bike,0
Bike_1321.jpeg,Bike,0
Bike_1825.jpeg,Bike,0
Car_1566.jpeg,Car,1
Car_1563.jpeg,Car,1
Car_153.jpeg,Car,1
Bike_797.jpeg,Bike,0
Car_1632.jpeg,Car,1
Car_821.jpeg,Car,1
Bike_419.jpeg,Bike,0
Bike_659.jpeg,Bike,0
Bike_519.jpeg,Bike,0
Car_1816.jpeg,Car,1
Car_1426.jpeg,Car,1
Bike_787.jpeg,Bike,0
Car_201.jpeg,Car,1
Car_477.jpeg,Car,1
Car_1655.jpeg,Car,1
Bike_961.jpeg,Bike,0
Bike_833.jpeg,Bike,0
Bike_1207.jpeg,Bike,0
Car_1716.jpeg,Car,1
Bike_1348.jpeg,Bike,0
Car_1211.jpeg,Car,1
Bike_1488.jpeg,Bike,0
Bike_768.jpeg,Bike,0
Bike_1597.jpeg,Bike,0
Bike_1804.jpeg,Bike,0
Car_1795.jpeg,Car,1
Bike_840.jpeg,Bike,0
Bike_1511.jpeg,Bike,0
Bike_1113.jpeg,Bike,0
Bike_1738.jpeg,Bike,0
Car_1690.jpeg,Car,1
Car_1670.jpeg,Car,1
Car_203.jpeg,Car,1
Bike_13.jpeg,Bike,0
Car_789.jpeg,Car,1
Car_319.jpeg,Car,1
Bike_1625.jpeg,Bike,0
Bike_1829.jpeg,Bike,0
Car_745.jpeg,Car,1
Car_595.jpeg,Car,1
Bike_1128.jpeg,Bike,0
Car_574.jpeg,Car,1
Bike_1655.jpeg,Bike,0
Bike_1345.jpeg,Bike,0
Bike_367.jpeg,Bike,0
Bike_1771.jpeg,Bike,0
Bike_1630.jpeg,Bike,0
Bike_720.jpeg,Bike,0
Car_130.jpeg,Car,1
Bike_1878.jpeg,Bike,0
Car_1381.jpeg,Car,1
Bike_1833.jpeg,Bike,0
Car_702.jpeg,Car,1
Bike_1374.jpeg,Bike,0
Bike_1573.jpeg,Bike,0
Car_1077.jpeg,Car,1
Car_1590.jpeg,Car,1
Car_136.jpeg,Car,1
Car_76.jpeg,Car,1
Bike_1680.jpeg,Bike,0
Car_1092.jpeg,Car,1
Bike_1161.jpeg,Bike,0
Car_1543.jpeg,Car,1
Bike_1944.jpeg,Bike,0
Bike_1435.jpeg,Bike,0
Bike_935.jpeg,Bike,0
Bike_313.jpeg,Bike,0
Car_1738.jpeg,Car,1
Bike_25.jpeg,Bike,0
Car_1691.jpeg,Car,1
Bike_1588.jpeg,Bike,0
Bike_1458.jpeg,Bike,0
Car_1261.jpeg,Car,1
Car_1418.jpeg,Car,1
Car_914.jpeg,Car,1
Bike_1484.jpeg,Bike,0
Bike_1678.jpeg,Bike,0
Bike_988.jpeg,Bike,0
Bike_1005.jpeg,Bike,0
Bike_1019.jpeg,Bike,0
Car_568.jpeg,Car,1
Car_184.jpeg,Car,1
Bike_1959.jpeg,Bike,0
Bike_1940.jpeg,Bike,0
Bike_1192.jpeg,Bike,0
Car_1919.jpeg,Car,1
Bike_863.jpeg,Bike,0
Car_267.jpeg,Car,1
Bike_1694.jpeg,Bike,0
Car_790.jpeg,Car,1
Bike_380.jpeg,Bike,0
Bike_649.jpeg,Bike,0
Car_558.jpeg,Car,1
Bike_1676.jpeg,Bike,0
Bike_1777.jpeg,Bike,0
Bike_327.jpeg,Bike,0
Car_1063.jpeg,Car,1
Car_420.jpeg,Car,1
Bike_47.jpeg,Bike,0
Bike_1617.jpeg,Bike,0
Car_915.jpeg,Car,1
Car_80.jpeg,Car,1
Bike_73.jpeg,Bike,0
Bike_1854.jpeg,Bike,0
Bike_566.jpeg,Bike,0
Bike_128.jpeg,Bike,0
Car_752.jpeg,Car,1
Car_1201.jpeg,Car,1
Car_288.jpeg,Car,1
Car_417.jpeg,Car,1
Car_389.jpeg,Car,1
Car_1347.jpeg,Car,1
Bike_1022.jpeg,Bike,0
Bike_818.jpeg,Bike,0
Car_449.jpeg,Car,1
Car_134.jpeg,Car,1
Car_602.jpeg,Car,1
Bike_1908.jpeg,Bike,0
Bike_15.jpeg,Bike,0
Car_985.jpeg,Car,1
Car_893.jpeg,Car,1
Bike_1185.jpeg,Bike,0
Bike_901.jpeg,Bike,0
Bike_1847.jpeg,Bike,0
Car_916.jpeg,Car,1
Bike_348.jpeg,Bike,0
Car_1510.jpeg,Car,1
Bike_745.jpeg,Bike,0
Bike_1468.jpeg,Bike,0
Car_287.jpeg,Car,1
Bike_1992.jpeg,Bike,0
Car_707.jpeg,Car,1
Car_1363.jpeg,Car,1
Car_510.jpeg,Car,1
Bike_1281.jpeg,Bike,0
Car_1459.jpeg,Car,1
Bike_1581.jpeg,Bike,0
Bike_457.jpeg,Bike,0
Bike_1056.jpeg,Bike,0
Bike_486.jpeg,Bike,0
Car_1862.jpeg,Car,1
Bike_366.jpeg,Bike,0
Car_1820.jpeg,Car,1
Bike_1001.jpeg,Bike,0
Car_1886.jpeg,Car,1
Car_1666.jpeg,Car,1
Car_1914.jpeg,Car,1
Car_1868.jpeg,Car,1
Car_1192.jpeg,Car,1
Bike_1064.jpeg,Bike,0
Car_1284.jpeg,Car,1
Bike_1351.jpeg,Bike,0
Car_1470.jpeg,Car,1
Car_1330.jpeg,Car,1
Car_297.jpeg,Car,1
Car_1614.jpeg,Car,1
Bike_766.jpeg,Bike,0
Car_1745.jpeg,Car,1
Bike_552.jpeg,Bike,0
Bike_1206.jpeg,Bike,0
Car_32.jpeg,Car,1
Bike_905.jpeg,Bike,0
Car_1774.jpeg,Car,1
Bike_1399.jpeg,Bike,0
Car_482.jpeg,Car,1
Car_1445.jpeg,Car,1
Car_1247.jpeg,Car,1
Bike_814.jpeg,Bike,0
Car_716.jpeg,Car,1
Bike_1779.jpeg,Bike,0
Bike_321.jpeg,Bike,0
Car_1196.jpeg,Car,1
Bike_808.jpeg,Bike,0
Car_456.jpeg,Car,1
Bike_1032.jpeg,Bike,0
Car_504.jpeg,Car,1
Bike_362.jpeg,Bike,0
Car_721.jpeg,Car,1
Car_1638.jpeg,Car,1
Car_1941.jpeg,Car,1
Bike_309.jpeg,Bike,0
Car_822.jpeg,Car,1
Car_1846.jpeg,Car,1
Bike_1377.jpeg,Bike,0
Bike_451.jpeg,Bike,0
Bike_1764.jpeg,Bike,0
Car_1075.jpeg,Car,1
Bike_1149.jpeg,Bike,0
Car_276.jpeg,Car,1
Bike_1614.jpeg,Bike,0
Car_1432.jpeg,Car,1
Bike_801.jpeg,Bike,0
Bike_1463.jpeg,Bike,0
Car_1938.jpeg,Car,1
Car_918.jpeg,Car,1
Car_925.jpeg,Car,1
Car_1286.jpeg,Car,1
Car_1977.jpeg,Car,1
Car_1611.jpeg,Car,1
Car_635.jpeg,Car,1
Car_1488.jpeg,Car,1
Car_1855.jpeg,Car,1
Car_1542.jpeg,Car,1
Car_1100.jpeg,Car,1
Car_1589.jpeg,Car,1
Car_1435.jpeg,Car,1
Car_1071.jpeg,Car,1
Car_573.jpeg,Car,1
Bike_873.jpeg,Bike,0
Car_108.jpeg,Car,1
Car_137.jpeg,Car,1
Bike_1189.jpeg,Bike,0
Car_909.jpeg,Car,1
Bike_1848.jpeg,Bike,0
Bike_556.jpeg,Bike,0
Bike_347.jpeg,Bike,0
Car_1798.jpeg,Car,1
Bike_1812.jpeg,Bike,0
Bike_1436.jpeg,Bike,0
Bike_108.jpeg,Bike,0
Bike_1221.jpeg,Bike,0
Car_385.jpeg,Car,1
Car_1262.jpeg,Car,1
Bike_24.jpeg,Bike,0
Car_1960.jpeg,Car,1
Car_526.jpeg,Car,1
Bike_1323.jpeg,Bike,0
Bike_1071.jpeg,Bike,0
Bike_132.jpeg,Bike,0
Car_1181.jpeg,Car,1
Car_485.jpeg,Car,1
Bike_1493.jpeg,Bike,0
Car_418.jpeg,Car,1
Bike_142.jpeg,Bike,0
Bike_940.jpeg,Bike,0
Car_1957.jpeg,Car,1
Car_1257.jpeg,Car,1
Car_661.jpeg,Car,1
Car_411.jpeg,Car,1
Car_1031.jpeg,Car,1
Bike_1716.jpeg,Bike,0
Car_279.jpeg,Car,1
Bike_1263.jpeg,Bike,0
Car_575.jpeg,Car,1
Car_586.jpeg,Car,1
Car_1198.jpeg,Car,1
Car_462.jpeg,Car,1
Car_776.jpeg,Car,1
Car_1452.jpeg,Car,1
Car_1004.jpeg,Car,1
Car_785.jpeg,Car,1
Bike_1759.jpeg,Bike,0
Car_667.jpeg,Car,1
Bike_685.jpeg,Bike,0
Car_1319.jpeg,Car,1
Bike_550.jpeg,Bike,0
Bike_573.jpeg,Bike,0
Bike_1566.jpeg,Bike,0
Bike_584.jpeg,Bike,0
Car_795.jpeg,Car,1
Bike_1059.jpeg,Bike,0
Car_1631.jpeg,Car,1
Bike_1176.jpeg,Bike,0
Bike_1595.jpeg,Bike,0
Car_1739.jpeg,Car,1
Bike_1780.jpeg,Bike,0
Car_200.jpeg,Car,1
Bike_642.jpeg,Bike,0
Car_1829.jpeg,Car,1
Car_513.jpeg,Car,1
Bike_351.jpeg,Bike,0
Bike_784.jpeg,Bike,0
Car_487.jpeg,Car,1
Car_1133.jpeg,Car,1
Car_1320.jpeg,Car,1
Car_1047.jpeg,Car,1
Car_723.jpeg,Car,1
Bike_1202.jpeg,Bike,0
Bike_150.jpeg,Bike,0
Car_1925.jpeg,Car,1
Car_67.jpeg,Car,1
Car_845.jpeg,Car,1
Bike_263.jpeg,Bike,0
Car_832.jpeg,Car,1
Bike_1341.jpeg,Bike,0
Bike_765.jpeg,Bike,0
Bike_401.jpeg,Bike,0
Car_1164.jpeg,Car,1
Car_1980.jpeg,Car,1
Car_1427.jpeg,Car,1
Car_1496.jpeg,Car,1
Car_1895.jpeg,Car,1
Bike_1846.jpeg,Bike,0
Bike_26.jpeg,Bike,0
Bike_87.jpeg,Bike,0
Bike_864.jpeg,Bike,0
Bike_1188.jpeg,Bike,0
Bike_1342.jpeg,Bike,0
Bike_1298.jpeg,Bike,0
Car_132.jpeg,Car,1
Bike_67.jpeg,Bike,0
Car_1626.jpeg,Car,1
Car_34.jpeg,Car,1
Bike_31.jpeg,Bike,0
Bike_1723.jpeg,Bike,0
Car_293.jpeg,Car,1
Bike_1865.jpeg,Bike,0
Car_1231.jpeg,Car,1
Car_951.jpeg,Car,1
Bike_1740.jpeg,Bike,0
Bike_1505.jpeg,Bike,0
Car_206.jpeg,Car,1
Bike_789.jpeg,Bike,0
Car_380.jpeg,Car,1
Car_383.jpeg,Car,1
Car_1622.jpeg,Car,1
Bike_1748.jpeg,Bike,0
Car_847.jpeg,Car,1
Bike_679.jpeg,Bike,0
Car_168.jpeg,Car,1
Car_1621.jpeg,Car,1
Bike_1840.jpeg,Bike,0
Bike_990.jpeg,Bike,0
Car_1274.jpeg,Car,1
Bike_535.jpeg,Bike,0
Car_167.jpeg,Car,1
Car_934.jpeg,Car,1
Bike_1794.jpeg,Bike,0
Car_1166.jpeg,Car,1
Bike_129.jpeg,Bike,0
Car_1079.jpeg,Car,1
Car_886.jpeg,Car,1
Bike_1700.jpeg,Bike,0
Car_569.jpeg,Car,1
Car_872.jpeg,Car,1
Bike_1795.jpeg,Bike,0
Car_48.jpeg,Car,1
Bike_1606.jpeg,Bike,0
Car_592.jpeg,Car,1
Car_1657.jpeg,Car,1
Car_353.jpeg,Car,1
Car_64.jpeg,Car,1
Bike_0.jpeg,Bike,0
Bike_645.jpeg,Bike,0
Car_858.jpeg,Car,1
Car_1701.jpeg,Car,1
Car_1842.jpeg,Car,1
Bike_1222.jpeg,Bike,0
Bike_436.jpeg,Bike,0
Car_1969.jpeg,Car,1
Car_481.jpeg,Car,1
Car_1768.jpeg,Car,1
Bike_1469.jpeg,Bike,0
Bike_995.jpeg,Bike,0
Bike_6.jpeg,Bike,0
Car_1683.jpeg,Car,1
Car_500.jpeg,Car,1
Bike_326.jpeg,Bike,0
Car_1149.jpeg,Car,1
Bike_1394.jpeg,Bike,0
Car_225.jpeg,Car,1
Bike_145.jpeg,Bike,0
Bike_707.jpeg,Bike,0
Bike_356.jpeg,Bike,0
Bike_511.jpeg,Bike,0
Car_403.jpeg,Car,1
Bike_1357.jpeg,Bike,0
Car_209.jpeg,Car,1
Bike_1434.jpeg,Bike,0
Bike_1995.jpeg,Bike,0
Bike_1842.jpeg,Bike,0
Bike_1624.jpeg,Bike,0
Bike_1987.jpeg,Bike,0
Bike_175.jpeg,Bike,0
Bike_1166.jpeg,Bike,0
Bike_57.jpeg,Bike,0
Bike_433.jpeg,Bike,0
Car_773.jpeg,Car,1
Bike_1187.jpeg,Bike,0
Car_52.jpeg,Car,1
Bike_1360.jpeg,Bike,0
Bike_1543.jpeg,Bike,0
Car_1266.jpeg,Car,1
Bike_743.jpeg,Bike,0
Bike_350.jpeg,Bike,0
Car_1529.jpeg,Car,1
Bike_1936.jpeg,Bike,0
Car_694.jpeg,Car,1
Bike_1090.jpeg,Bike,0
Car_154.jpeg,Car,1
Car_354.jpeg,Car,1
Bike_91.jpeg,Bike,0
Bike_854.jpeg,Bike,0
Car_1680.jpeg,Car,1
Car_741.jpeg,Car,1
Car_1979.jpeg,Car,1
Bike_1953.jpeg,Bike,0
Bike_1409.jpeg,Bike,0
Bike_116.jpeg,Bike,0
Bike_1349.jpeg,Bike,0
Bike_1886.jpeg,Bike,0
Bike_1491.jpeg,Bike,0
Car_416.jpeg,Car,1
Car_155.jpeg,Car,1
Bike_657.jpeg,Bike,0
Car_784.jpeg,Car,1
Car_1775.jpeg,Car,1
Car_730.jpeg,Car,1
Car_1672.jpeg,Car,1
Car_825.jpeg,Car,1
Car_860.jpeg,Car,1
Bike_1433.jpeg,Bike,0
Bike_842.jpeg,Bike,0
Car_923.jpeg,Car,1
Bike_1260.jpeg,Bike,0
Car_1472.jpeg,Car,1
Car_1759.jpeg,Car,1
